day,log_return,volume,orders
635,-0.012931812064728964,559091.9456840792,12
636,-0.017298005079645167,310543.0166828225,16
637,0.009676766543306535,1070926.8719529114,17
638,-0.03196937366352486,1649301.595231891,10
639,-0.003715458336790097,1092848.2473245587,11
640,0.011625822397492951,2454820.8741613533,15
641,-0.007349747643234818,1702205.908063718,17
642,0.00730431416574941,960506.3775087685,14
643,-0.0039250393773346826,2675147.7347235144,12
644,0.03558108282496311,2396990.958686979,17
645,-0.029710006461644962,1267479.2006806799,6
646,-0.005766439862244329,2988368.217028628,10
647,-0.02191936391922711,3268294.051838702,8
648,-0.013309378103623697,2900854.722579962,11
649,-0.010500965778424128,1213847.8304329647,9
650,0.013104935446047674,3422798.3272642544,11
651,0.007047857693046042,1317460.156080619,10
652,-0.03809488487082767,1105344.6684684546,11
653,-0.00620654999685036,997416.3174339074,14
654,-0.009036582029404914,897568.0178236543,14
655,0.035707037440852504,1970986.6909537015,13
656,-0.008184932389218535,1579512.8578092856,11
657,0.014099833061288524,2287783.111545123,10
658,-0.015253027692085716,1691806.4979522745,16
659,-0.012080088959295823,2939194.0291219563,14
660,0.006602234602327202,1675476.9368292291,12
661,0.011158695383812187,628185.8904753596,11
662,0.019117987208412287,1514855.8545602818,21
663,-0.004120527264536673,2092712.4974836006,12
664,0.004535010024711196,636558.9843518354,11
665,0.0033776290318288165,2177445.5186393457,14
666,-0.010065819362331302,1871032.6197440515,12
667,-0.02229640419219661,1494970.8844593586,8
668,-0.01646213653988889,2864047.02879715,7
669,-0.008651822636987152,2389456.9158000965,9
670,0.013048392583842666,1757948.0061072109,10
671,-0.0383669047440919,1762859.2979439397,12
672,-0.02365580502437023,1104930.8128814283,11
673,0.00031975372716717135,550255.9280259939,14
674,-0.0037929841135815497,790883.7353135415,14
675,-0.013908829995788049,1352169.7459204614,12
676,0.009422754627498364,1080516.6514385582,6
677,0.02395875261398327,1519665.6880916855,11
678,-0.01455316699046091,1569401.8550863422,12
679,0.028815109758310396,784515.0668813967,10
680,-0.013282467537561203,844350.3646108664,12
681,-0.004551622176849734,1655463.4990817562,7
682,0.008112860499874199,936418.6610623678,9
683,-0.008698021273577548,1056394.3524335348,9
684,0.00889613974271088,1290896.42842204,11
685,0.032140156395417674,530207.8722801255,5
686,0.02086493628917028,1447171.8862531222,15
687,-0.01787461319248997,799245.4758834452,8
688,-0.0539784672730045,1671112.4461120218,13
689,0.016673777685961972,1261065.853338138,17
690,-0.007268069856116305,1615746.9625387362,13
691,0.013037129941710116,3560954.734382549,15
692,0.009133361117015609,667495.3930818144,13
693,0.01841776551498412,586294.5454867074,14
694,-0.008676474403637136,736435.7005977172,12
695,0.003685755791599747,866617.9138676345,14
696,-0.004706740250101406,1130598.4437737723,15
697,0.0004300156093976564,2417829.411707135,15
698,-0.0042169957225687,1160248.5117802934,7
699,0.033326271917938785,1411449.7409205972,12
700,-0.0176150915887022,2674691.397739521,12
701,-0.0006998515830704442,931308.6355064277,14
702,-0.00790483165625003,1538828.0050212438,17
703,0.012881280940241192,670780.5416941565,7
704,-0.008853840639468542,837977.7798367355,11
705,0.03375402124701119,1009085.706369854,11
706,-0.014736279489314948,1055482.1684468156,14
707,0.014013393459713938,2497900.719407613,9
708,0.03719516017923608,994029.8009434277,6
709,0.03031365043479193,966920.6731651768,16
710,-0.01902529651800784,1909997.0166117859,16
711,0.012388540657268477,1196678.3991339458,12
712,-0.014538716413631544,572473.3185150401,16
713,0.01376889974236397,1436376.3153395536,11
714,-0.0037881515191479746,1318620.9820090584,14
715,-0.04547636464961702,1302560.707763969,10
716,0.004040928331748669,2297126.373320127,11
717,-0.009017018566649987,1058137.249360796,9
718,0.03418987123245577,1953100.7648626056,5
719,-0.005373626988787851,772427.3547407202,4
720,-0.04358401588451168,495167.3472238211,11
721,-0.020225558777468757,1233480.9435638553,12
722,0.016817402389144878,778259.4503779754,10
723,-0.007321165140205494,433685.2485949375,11
724,-0.020506359099912476,579342.3483358864,10
725,-0.011901042639686617,1127580.139840369,9
726,-0.011611204904839455,8397645.76291092,17
727,0.008495315722861718,2676437.7746045445,9
728,-0.0007375847625371011,1890538.36221413,6
729,0.019167970570602166,1692687.5904049864,10
730,0.026919937572096774,1890912.727852979,7
731,0.005361241748266591,1098414.1164695811,20
732,0.039510948319734764,761458.9119405979,16
733,0.01194513596608581,729578.7539470434,14
734,-0.032334909888365376,802662.8022112286,12
735,0.0075562292950790855,1738711.0436961353,10
736,0.019215670360624992,1598425.0613782753,6
737,0.019723374564026522,930012.9853263855,11
738,0.013940775434505717,816885.6283974964,13
739,-0.025486442376712378,1624531.839881315,14
740,0.03517922051511089,988154.8703938025,14
741,-0.0017972963286772153,971566.0536725264,15
742,-0.010615481608063637,665931.1049988292,14
743,-0.038563908681588786,1654880.6843402067,12
744,0.0417911990360156,1310370.9252398256,6
745,-8.714428760949399e-05,1349862.2610998382,11
746,-0.00675122849506328,611848.1766634382,12
747,-0.0019424572460527481,2454879.6968969163,10
748,-0.023137724258552088,1095682.758104989,8
749,-0.02165495618466899,1132160.3038049056,13
750,-0.021346519835262343,2752566.796393777,15
751,0.023854114419925503,889459.3307552942,13
752,-0.016293025568695944,1609834.6409387742,10
753,0.012051463378686206,812205.9907910938,15
754,-0.006489974837751371,657989.6848154606,15
755,-0.0065212568774578395,764672.4832629072,13
756,0.004654169585840065,2065115.3633472223,5
757,0.011704212874835142,2049467.7791774452,12
758,-0.008438355894934984,600586.767119483,13
759,-0.01762522278780507,1235953.7982009763,10
760,0.0013678988602430322,1562385.6430202657,13
761,0.03629007573301392,370684.3038120302,12
762,0.02687685712853851,1037216.5159042164,12
763,0.003722439622534639,897565.3833691428,13
764,-0.017752623643231512,1865485.0637714472,7
765,-0.016153603633318865,2403573.252955217,8
766,0.005567523254630215,549084.3125429698,14
767,0.022799918477272054,2108739.723035114,14
768,0.02169560991915737,1716682.9531349062,12
769,-0.020871078326843144,998043.740401625,11
770,-0.008192741609361436,1856488.757267326,19
771,-0.030605599341334378,1303416.8424203764,16
772,0.020978658666321964,1174065.9349122979,17
773,0.009133125851083872,435097.4001957689,5
774,-0.005360758987821947,787356.7336024666,16
775,0.01829624572118689,567455.2228077765,10
776,-0.02122537391451736,600431.5571281158,9
777,-0.001026493076211761,1266309.488677987,11
778,0.010630223541341926,830254.2716387493,7
779,0.04499346402455082,1234046.7083931556,13
780,-0.005048654443615639,3108376.963055003,9
781,-0.010486471854086953,839887.8798943829,15
782,0.004779858073026402,557513.9427849086,16
783,0.020452271560138117,552523.3219674012,25
784,-0.0070169942214526335,1121472.2615924475,15
785,-0.001659989758785576,701239.8923979505,11
786,-0.008878303737998576,2330466.1774465237,15
787,0.008228909607395992,564372.4268852874,10
788,0.013690747329525129,1034005.4810224102,8
789,-0.002328488322638057,873454.545857184,12
790,-0.038607703644799,729566.3888470232,11
791,-0.02838222026600125,907424.1694496995,8
792,-0.009226487103710705,540200.6745454282,9
793,-0.0125373175085084,1303801.7738399063,8
794,0.006532969146147837,1365287.8436821043,10
795,0.009546020104170518,1258750.8194080105,11
796,-0.013720384712741564,1251303.1277374476,15
797,-0.0039102905335719786,778369.9518817392,10
798,-0.0027930359497425655,2191938.11147024,7
799,-0.04588413098602147,672414.0502388243,7
800,0.022636903554675042,1563344.883149923,13
