order_id,date,city,amount,qty,qty_missing,payment,flag_impossible,flag_outlier
SO2026372,2026-02-02,Shenzhen,0.1,10.0,0,unknown,False,False
SO2026373,2026-03-20,Shenzhen,770.57,2.0,0,paid,False,False
SO2026374,2026-03-28,Shenzhen,691.99,5.0,0,not_applicable,False,False
SO2026375,2026-03-21,Guangzhou,806.48,3.0,0,unknown,False,False
SO2026376,2026-02-22,Guangzhou,1381.31,3.0,0,unknown,False,False
SO2026377,2026-01-07,Shenzhen,597.17,7.0,0,not_applicable,False,False
SO2026378,2026-04-30,Shenzhen,1000.53,8.0,0,unknown,False,False
SO2026379,2026-01-24,Shenzhen,177.84,6.0,1,unpaid,False,False
SO2026380,2026-02-07,Shenzhen,478.42,9.0,0,not_applicable,False,False
SO2026381,2026-02-02,Shenzhen,0.3,6.0,1,unknown,False,False
SO2026382,2026-04-24,Shenzhen,1445.43,7.0,0,paid,False,False
SO2026383,2026-04-05,Shenzhen,0.8,5.0,0,not_applicable,False,False
SO2026384,2026-04-23,Shenzhen,430.61,6.0,1,paid,False,False
SO2026385,2026-01-24,Guangzhou,754.06,10.0,0,paid,False,False
SO2026386,2026-01-23,Guangzhou,267.38,2.0,0,paid,False,False
SO2026387,2026-02-28,Shenzhen,265.8,6.0,0,paid,False,False
SO2026388,2026-04-13,Guangzhou,297.8,5.0,0,unpaid,False,False
SO2026389,2026-03-07,Guangzhou,0.4,9.0,0,paid,False,False
SO2026390,2026-03-16,Guangzhou,1814.41,10.0,0,paid,False,True
SO2026391,2026-01-09,Guangzhou,0.3,11.0,0,paid,False,False
SO2026392,2026-04-24,Shenzhen,1355.03,7.0,0,paid,False,False
SO2026393,2026-03-24,Guangzhou,0.6,1.0,0,paid,False,False
SO2026394,2026-02-23,Shenzhen,119.1,9.0,0,paid,False,False
SO2026395,2026-04-06,Shenzhen,0.7,2.0,0,not_applicable,False,False
SO2026396,2026-01-04,Guangzhou,992.19,1.0,0,not_applicable,False,False
SO2026397,2026-03-08,Shenzhen,261.14,11.0,0,unpaid,False,False
SO2026398,2026-03-18,Shenzhen,698.41,6.0,1,not_applicable,False,False
SO2026399,2026-02-03,Guangzhou,220.42,6.0,1,paid,False,False
SO2026400,2026-01-03,Shenzhen,720.1,4.0,0,unknown,False,False
SO2026401,2026-02-22,Shenzhen,1087.44,7.0,0,unknown,False,False
SO2026402,2026-01-31,Guangzhou,421.93,3.0,0,not_applicable,False,False
SO2026403,2026-04-29,Guangzhou,464.83,6.0,1,not_applicable,False,False
SO2026404,2026-02-12,Shenzhen,1068.57,3.0,0,unknown,False,False
SO2026405,2026-01-27,Shenzhen,0.2,4.0,0,not_applicable,False,False
SO2026406,2026-01-31,Guangzhou,437.77,2.0,0,unknown,False,False
SO2026407,2026-02-04,Guangzhou,1420.18,8.0,0,unknown,False,False
SO2026408,2026-02-27,Shenzhen,0.9,10.0,0,paid,False,False
SO2026409,2026-01-06,Guangzhou,193.22,9.0,0,unknown,False,False
SO2026410,2026-03-03,Guangzhou,345.36,1.0,0,paid,False,False
SO2026411,2026-02-20,Guangzhou,2425.43,4.0,0,not_applicable,False,True
SO2026412,2026-04-21,Guangzhou,541.86,7.0,0,not_applicable,False,False
SO2026413,2026-01-31,Shenzhen,316.56,4.0,0,unknown,False,False
SO2026414,2026-02-18,Shenzhen,1005.55,11.0,0,not_applicable,False,False
SO2026415,2026-03-02,Shenzhen,596.08,5.0,0,unpaid,False,False
SO2026416,2026-01-08,Shenzhen,1961.16,9.0,0,not_applicable,False,True
SO2026417,2026-02-08,Shenzhen,1456.68,2.0,0,paid,False,False
SO2026418,2026-02-18,Shenzhen,908.86,3.0,0,paid,False,False
SO2026419,2026-04-01,Guangzhou,632.23,7.0,0,paid,False,False
SO2026420,2026-04-07,Shenzhen,324.9,7.0,0,not_applicable,False,False
SO2026421,2026-02-08,Shenzhen,0.2,8.0,0,not_applicable,False,False
SO2026422,2026-01-06,Shenzhen,360.57,9.0,0,not_applicable,False,False
SO2026423,2026-01-08,Guangzhou,153.91,7.0,0,paid,False,False
SO2026424,2026-02-21,Shenzhen,227.42,8.0,0,paid,False,False
SO2026425,2026-02-14,Shenzhen,802.33,8.0,0,not_applicable,False,False
SO2026426,2026-04-15,Shenzhen,0.4,4.0,0,unpaid,False,False
SO2026427,2026-01-12,Shenzhen,696.05,7.0,0,paid,False,False
SO2026428,2026-01-08,Shenzhen,542.78,6.0,0,not_applicable,False,False
SO2026429,2026-01-23,Shenzhen,397.26,10.0,0,paid,False,False
SO2026430,2026-01-09,Guangzhou,175.52,3.0,0,paid,False,False
SO2026431,2026-03-23,Guangzhou,1311.18,2.0,0,paid,False,False
SO2026432,2026-02-19,Guangzhou,331.38,6.0,0,paid,False,False
SO2026433,2026-03-04,Guangzhou,335.08,4.0,0,not_applicable,False,False
SO2026434,2026-03-31,Shenzhen,0.3,2.0,0,paid,False,False
SO2026435,2026-02-18,Shenzhen,252.49,2.0,0,not_applicable,False,False
SO2026436,2026-02-09,Shenzhen,621.81,2.0,0,not_applicable,False,False
SO2026437,2026-03-25,Guangzhou,65.92,9.0,0,paid,False,False
SO2026438,2026-04-30,Shenzhen,442.4,11.0,0,unknown,False,False
SO2026439,2026-03-22,Shenzhen,0.4,3.0,0,unknown,False,False
SO2026440,2026-02-25,Shenzhen,509.81,3.0,0,not_applicable,False,False
SO2026441,2026-01-13,Guangzhou,1320.18,2.0,0,paid,False,False
SO2026442,2026-01-29,Shenzhen,0.4,10.0,0,paid,False,False
SO2026443,2026-03-19,Shenzhen,1.6,6.0,1,not_applicable,False,False
SO2026444,2026-02-17,Guangzhou,117.94,11.0,0,paid,False,False
SO2026445,2026-01-08,Shenzhen,432.5,5.0,0,not_applicable,False,False
SO2026446,2026-02-18,Guangzhou,0.6,8.0,0,paid,False,False
SO2026447,2026-04-07,Shenzhen,544.14,6.0,1,unpaid,False,False
SO2026448,2026-04-20,Guangzhou,949.9,5.0,0,paid,False,False
SO2026449,2026-03-27,Guangzhou,692.4,3.0,0,paid,False,False
SO2026450,2026-04-30,Shenzhen,0.9,11.0,0,paid,False,False
SO2026451,2026-02-10,Guangzhou,0.2,4.0,0,unknown,False,False
SO2026452,2026-01-04,Shenzhen,236.52,11.0,0,unknown,False,False
SO2026453,2026-04-05,Guangzhou,0.3,10.0,0,unknown,False,False
SO2026454,2026-02-04,Guangzhou,3.8,8.0,0,paid,False,False
SO2026455,2026-01-30,Shenzhen,214.86,1.0,0,not_applicable,False,False
SO2026456,2026-04-14,Shenzhen,2019.41,6.0,1,not_applicable,False,True
SO2026457,2026-03-24,Shenzhen,0.3,5.0,0,paid,False,False
SO2026458,2026-03-11,Guangzhou,3099.62,3.0,0,unknown,False,True
SO2026459,2026-02-27,Guangzhou,628.54,11.0,0,not_applicable,False,False
SO2026460,2026-04-08,Shenzhen,983.04,9.0,0,unknown,False,False
SO2026461,2026-02-18,Shenzhen,234.49,9.0,0,unknown,False,False
SO2026462,2026-01-29,Shenzhen,1712.26,8.0,0,paid,False,True
SO2026463,2026-01-05,Shenzhen,456.52,9.0,0,unknown,False,False
SO2026464,2026-01-06,Shenzhen,807.58,6.0,1,unpaid,False,False
SO2026465,2026-03-23,Shenzhen,537.88,6.0,0,paid,False,False
SO2026466,2026-01-30,Shenzhen,971.17,6.0,0,not_applicable,False,False
SO2026468,2026-03-06,Shenzhen,0.1,4.0,0,paid,False,False
SO2026469,2026-01-03,Guangzhou,0.4,11.0,0,unpaid,False,False
SO2026470,2026-03-18,Shenzhen,0.3,6.0,1,not_applicable,False,False
SO2026471,2026-04-28,Guangzhou,1.0,7.0,0,unknown,False,False
SO2026472,2026-04-13,Shenzhen,520.94,10.0,0,paid,False,False
SO2026473,2026-01-11,Shenzhen,1106.95,11.0,0,not_applicable,False,False
SO2026474,2026-04-30,Shenzhen,375.54,7.0,0,paid,False,False
SO2026475,2026-03-25,Shenzhen,1.0,2.0,0,unpaid,False,False
SO2026476,2026-01-01,Guangzhou,104.3,6.0,1,paid,False,False
SO2026477,2026-04-06,Guangzhou,0.3,5.0,0,paid,False,False
SO2026478,2026-03-17,Shenzhen,808.84,4.0,0,unpaid,False,False
SO2026479,2026-02-26,Shenzhen,1051.08,8.0,0,paid,False,False
SO2026480,2026-02-15,Shenzhen,0.6,6.0,0,not_applicable,False,False
SO2026481,2026-04-06,Shenzhen,128.71,7.0,0,paid,False,False
SO2026482,2026-01-31,Shenzhen,497.26,7.0,0,paid,False,False
SO2026483,2026-01-09,Guangzhou,0.7,7.0,0,unpaid,False,False
SO2026484,2026-03-30,Shenzhen,459.15,8.0,0,unpaid,False,False
SO2026485,2026-03-21,Guangzhou,522.58,11.0,0,paid,False,False
SO2026486,2026-04-23,Guangzhou,418.9,8.0,0,not_applicable,False,False
SO2026487,2026-01-12,Shenzhen,246.43,1.0,0,not_applicable,False,False
SO2026488,2026-02-22,Guangzhou,478.5,1.0,0,unpaid,False,False
SO2026489,2026-01-13,Shenzhen,0.1,2.0,0,unknown,False,False
SO2026490,2026-03-23,Shenzhen,1723.93,11.0,0,not_applicable,False,True
SO2026491,2026-02-08,Guangzhou,539.23,6.0,1,paid,False,False
SO2026492,2026-03-29,Guangzhou,600.22,9.0,0,not_applicable,False,False
SO2026493,2026-01-10,Shenzhen,1010.96,11.0,0,not_applicable,False,False
SO2026494,2026-03-13,Guangzhou,447.99,6.0,0,unknown,False,False
SO2026495,2026-02-28,Shenzhen,0.2,8.0,0,unknown,False,False
SO2026496,2026-04-21,Shenzhen,361.59,11.0,0,not_applicable,False,False
SO2026497,2026-04-09,Guangzhou,227.22,11.0,0,not_applicable,False,False
SO2026498,2026-02-17,Shenzhen,618.25,9.0,0,not_applicable,False,False
SO2026499,2026-04-22,Shenzhen,0.2,5.0,0,paid,False,False
SO2026500,2026-04-24,Guangzhou,0.6,1.0,0,paid,False,False
SO2026501,2026-03-01,Shenzhen,0.9,6.0,0,paid,False,False
SO2026502,2026-02-16,Guangzhou,2397.46,4.0,0,not_applicable,False,True
SO2026503,2026-01-12,Guangzhou,1851.25,10.0,0,unpaid,False,True
SO2026504,2026-03-17,Shenzhen,2.6,6.0,1,not_applicable,False,False
SO2026505,2026-04-06,Shenzhen,761.84,4.0,0,paid,False,False
SO2026506,2026-02-11,Shenzhen,0.5,2.0,0,not_applicable,False,False
SO2026509,2026-01-22,Guangzhou,366.48,6.0,0,not_applicable,False,False
SO2026510,2026-04-29,Guangzhou,737.96,9.0,0,paid,False,False
SO2026511,2026-03-24,Guangzhou,391.15,7.0,0,paid,False,False
SO2026512,2026-01-24,Shenzhen,0.5,2.0,0,unpaid,False,False
SO2026513,2026-03-19,Guangzhou,1.8,9.0,0,unpaid,False,False
SO2026514,2026-03-23,Shenzhen,0.1,2.0,0,unpaid,False,False
SO2026515,2026-03-04,Shenzhen,0.7,7.0,0,paid,False,False
SO2026516,2026-04-10,Shenzhen,1.0,2.0,0,unpaid,False,False
SO2026518,2026-03-27,Shenzhen,507.31,3.0,0,paid,False,False
SO2026519,2026-03-30,Guangzhou,538.78,9.0,0,paid,False,False
SO2026521,2026-01-18,Shenzhen,314.29,6.0,0,paid,False,False
SO2026522,2026-03-01,Guangzhou,548.36,1.0,0,not_applicable,False,False
SO2026523,2026-04-06,Shenzhen,322.64,7.0,0,not_applicable,False,False
SO2026524,2026-04-04,Shenzhen,0.8,3.0,0,not_applicable,False,False
SO2026525,2026-01-03,Shenzhen,362.19,7.0,0,paid,False,False
SO2026526,2026-02-26,Shenzhen,1.1,1.0,0,not_applicable,False,False
SO2026527,2026-04-12,Shenzhen,517.83,7.0,0,not_applicable,False,False
SO2026528,2026-04-01,Shenzhen,472.64,6.0,1,not_applicable,False,False
SO2026529,2026-01-27,Guangzhou,0.3,4.0,0,paid,False,False
SO2026531,2026-04-04,Guangzhou,165.74,9.0,0,paid,False,False
SO2026532,2026-03-02,Guangzhou,461.43,6.0,1,not_applicable,False,False
SO2026533,2026-03-15,Guangzhou,353.57,10.0,0,unknown,False,False
SO2026534,2026-04-07,Shenzhen,828.71,3.0,0,unknown,False,False
SO2026535,2026-04-22,Shenzhen,224.41,8.0,0,paid,False,False
SO2026536,2026-02-05,Guangzhou,0.4,7.0,0,paid,False,False
SO2026537,2026-04-15,Guangzhou,221.07,10.0,0,unknown,False,False
SO2026538,2026-03-07,Guangzhou,414.47,6.0,0,paid,False,False
SO2026539,2026-01-21,Shenzhen,337.08,8.0,0,unpaid,False,False
SO2026540,2026-02-15,Shenzhen,763.15,6.0,0,not_applicable,False,False
SO2026541,2026-04-15,Shenzhen,472.52,3.0,0,unknown,False,False
SO2026542,2026-02-02,Shenzhen,934.16,6.0,1,paid,False,False
SO2026543,2026-03-22,Shenzhen,115.66,2.0,0,paid,False,False
SO2026544,2026-04-25,Guangzhou,0.3,10.0,0,not_applicable,False,False
SO2026545,2026-04-15,Guangzhou,271.67,11.0,0,unpaid,False,False
SO2026546,2026-04-04,Guangzhou,356.72,6.0,1,paid,False,False
SO2026547,2026-03-02,Shenzhen,1051.54,2.0,0,paid,False,False
SO2026548,2026-03-30,Guangzhou,1960.9,6.0,0,paid,False,True
SO2026549,2026-01-24,Shenzhen,287.3,9.0,0,paid,False,False
SO2026550,2026-01-08,Shenzhen,271.61,1.0,0,unpaid,False,False
SO2026551,2026-03-28,Shenzhen,386.27,10.0,0,paid,False,False
SO2026553,2026-02-05,Shenzhen,0.5,10.0,0,unpaid,False,False
SO2026554,2026-03-04,Guangzhou,521.37,8.0,0,not_applicable,False,False
SO2026555,2026-02-03,Shenzhen,576.74,6.0,0,unknown,False,False
SO2026556,2026-02-22,Shenzhen,247.17,2.0,0,paid,False,False
SO2026557,2026-03-04,Shenzhen,254.44,6.0,0,paid,False,False
SO2026558,2026-04-03,Guangzhou,220.25,11.0,0,unpaid,False,False
SO2026559,2026-04-11,Guangzhou,337.16,11.0,0,paid,False,False
SO2026560,2026-01-20,Shenzhen,631.39,10.0,0,unknown,False,False
SO2026561,2026-02-09,Shenzhen,1192.95,11.0,0,not_applicable,False,False
SO2026562,2026-02-23,Shenzhen,0.3,6.0,1,unpaid,False,False
SO2026563,2026-02-18,Guangzhou,0.5,8.0,0,unknown,False,False
SO2026564,2026-04-03,Guangzhou,270.99,2.0,0,paid,False,False
SO2026565,2026-01-06,Shenzhen,138.43,11.0,0,paid,False,False
SO2026566,2026-04-03,Guangzhou,336.68,3.0,0,not_applicable,False,False
SO2026567,2026-04-29,Guangzhou,0.6,5.0,0,not_applicable,False,False
SO2026568,2026-04-30,Guangzhou,536.49,6.0,0,paid,False,False
SO2026569,2026-03-11,Guangzhou,458.09,8.0,0,unpaid,False,False
SO2026570,2026-04-24,Shenzhen,1.1,10.0,0,unknown,False,False
SO2026571,2026-02-25,Guangzhou,0.5,9.0,0,not_applicable,False,False
SO2026572,2026-04-09,Shenzhen,478.02,3.0,0,not_applicable,False,False
SO2026573,2026-03-20,Shenzhen,501.45,6.0,1,not_applicable,False,False
SO2026574,2026-04-14,Guangzhou,394.84,6.0,0,paid,False,False
SO2026575,2026-01-12,Guangzhou,357.46,6.0,0,paid,False,False
SO2026576,2026-04-12,Shenzhen,588.11,5.0,0,unpaid,False,False
SO2026577,2026-03-24,Shenzhen,180.21,4.0,0,unpaid,False,False
SO2026578,2026-03-04,Shenzhen,0.2,6.0,1,paid,False,False
SO2026579,2026-01-24,Shenzhen,368.93,9.0,0,unknown,False,False
SO2026580,2026-04-23,Shenzhen,0.8,11.0,0,paid,False,False
SO2026581,2026-01-22,Shenzhen,297.3,4.0,0,paid,False,False
SO2026582,2026-04-09,Shenzhen,0.4,6.0,0,paid,False,False
SO2026584,2026-01-04,Shenzhen,0.5,6.0,0,unknown,False,False
SO2026585,2026-01-10,Shenzhen,1.0,6.0,0,unpaid,False,False
SO2026586,2026-01-17,Shenzhen,294.78,6.0,1,paid,False,False
SO2026587,2026-01-27,Shenzhen,830.18,6.0,1,paid,False,False
SO2026588,2026-01-16,Shenzhen,0.3,4.0,0,paid,False,False
SO2026589,2026-01-26,Shenzhen,212.44,1.0,0,not_applicable,False,False
SO2026590,2026-03-03,Guangzhou,2582.68,9.0,0,not_applicable,False,True
SO2026591,2026-01-26,Shenzhen,1114.86,6.0,1,not_applicable,False,False
SO2026592,2026-04-23,Guangzhou,0.8,2.0,0,unknown,False,False
SO2026593,2026-01-30,Guangzhou,1841.61,4.0,0,paid,False,True
SO2026594,2026-02-24,Guangzhou,257.47,8.0,0,unpaid,False,False
SO2026595,2026-01-15,Shenzhen,365.94,6.0,1,paid,False,False
SO2026596,2026-01-09,Shenzhen,106.68,3.0,0,not_applicable,False,False
SO2026597,2026-01-12,Guangzhou,523.48,4.0,0,paid,False,False
SO2026598,2026-01-25,Guangzhou,658.39,11.0,0,not_applicable,False,False
SO2026599,2026-01-16,Guangzhou,207.37,1.0,0,unknown,False,False
SO2026600,2026-01-09,Shenzhen,129.31,3.0,0,not_applicable,False,False
