order_id,date,store_id,amount,qty,channel,source
Q2-2247,2026-04-04,S08,856.6,3,online,Q2
Q2-2248,2026-04-17,S01,211.87,8,online,Q2
Q2-2249,2026-05-10,S06,625.61,4,store,Q2
Q2-2250,2026-05-02,S06,437.16,4,store,Q2
Q2-2251,2026-05-13,S01,145.02,4,store,Q2
Q2-2252,2026-04-29,S08,422.49,6,online,Q2
Q2-2253,2026-04-06,S01,794.85,6,online,Q2
Q2-2254,2026-06-07,S04,1235.6,4,online,Q2
Q2-2255,2026-04-08,S04,714.71,7,store,Q2
Q2-2256,2026-06-09,S01,279.59,8,online,Q2
Q2-2257,2026-04-06,S02,326.23,5,store,Q2
Q2-2258,2026-04-10,S01,367.77,7,online,Q2
Q2-2259,2026-05-25,S08,338.47,7,store,Q2
